num_0,num_1,num_2,num_3,num_4,cat_0,cat_1,cat_2,label
0.2718209832362022,0.09799992298015385,-0.06649712613148767,0.2460479138888914,-0.0933165415087032,1,1,0,1
-0.16624616003466985,-0.44405173660955716,-0.27938306985887496,0.1800511799311606,-0.2491214807316934,2,1,1,1
-0.2751632322164319,-0.02026106364594419,-0.30359208799253345,0.5561180673072125,-0.21324652748126374,0,1,2,1
0.2929747794044813,0.2192555694870287,-0.08867033084574284,-0.21134202380357353,-0.06239152842266479,1,1,2,1
-0.20699857735585803,-0.13930990373189883,0.2525343636260776,-0.12290589761494722,-0.3905647609592527,2,1,0,0
0.07810728512397537,-0.08135117657829256,0.28062524723903365,-0.24996717231650392,-0.043522034432917085,2,2,1,0
-0.0991441829047722,-0.34457195583013644,0.459069617083221,0.023545946391945672,0.6356740423349234,0,1,1,0
0.14111289536948327,0.44082633772977325,-0.2590390859889503,0.15543404060273086,-0.12800273513781368,1,2,0,1
-0.5307382360636529,0.013770337068656557,0.22554333083754274,-0.46191586086487246,0.11948687599519332,2,0,0,0
0.19662422495710224,0.014408638820140606,-0.007332143224657578,-0.017288096230560802,-0.0014043942433967116,1,2,1,1
-0.3378584233827925,0.21512179308988905,0.053215769396056566,-0.2597779487681289,0.09457974088619747,1,1,2,0
-0.4214869088755059,-0.1358656142745755,0.1675024855581516,-0.2825502043735998,-0.006495423745852524,2,0,1,0
-0.2546200246019648,0.4428810805054869,0.09753688237045685,-0.5162017357041954,-0.19094106484310278,2,0,0,1
-0.022686134307227747,-0.11716996994814544,0.3869755898810939,-0.5832505383831754,-0.3601975584956502,2,0,2,0
0.2810985715072784,0.3214517341093949,-0.14835927912768948,-0.7317422387431678,-0.43419549304893473,2,2,1,1
0.1874154034176005,-0.05255049903647535,0.38410711526713354,0.4685346069414048,0.10723223743643932,2,0,2,1
0.16842952490588242,0.37224863989857615,0.12223789820169921,-0.041602791715358245,-0.4786387810693574,1,0,2,1
-0.14477826387048842,-0.2999002805460787,-0.1441623301520445,-0.5603406997351814,-0.6359578682878733,2,1,0,1
0.4871485101322991,0.11934265116217138,-0.11688421345223432,0.5766613607985845,-0.4865755430465394,2,0,2,1
0.08934540079770661,0.015254382611187601,0.3262768595542601,0.07287891716451496,-0.02553490030611675,0,1,2,1
-0.26272499022477713,0.11962511383546319,-0.09349930086329913,0.0446873398075163,-0.12812543944730295,1,1,1,1
0.05118458078214237,0.057059151654869834,0.3277748613832515,0.48306480640921484,-0.07122892717330498,2,2,1,1
0.6380507953149335,-0.015315122562092881,-0.5592447511997098,0.32238814513859254,-0.25417583068567007,2,1,1,1
-0.3707263989130375,0.07060549079313254,0.17064443404021407,-0.2082208712288053,-0.10121013664092478,0,2,0,0
-0.20056000243098637,-0.39885732489739617,-0.3798390035651528,0.1614577653142533,-0.06501348754267285,1,2,2,1
0.5242227454655541,-0.310944573915546,-0.12257901374190669,0.2494146145663517,-0.13283006666939193,2,0,0,1
-0.007057669691724744,-0.2598586130348207,0.11780946934124929,-0.14218784371072216,0.1184671767060915,2,1,1,0
0.15728396879144982,0.18223295429982325,-0.37505132076252734,0.19453913210273224,-0.22607494562584424,2,1,2,1
-0.1251438494829531,0.6323340359796925,-0.2511137748787967,0.20368309723366687,0.28758325884889274,1,1,2,1
-0.15696411663429655,0.5761009468038123,-0.6730097085899379,-0.1929861350268936,0.19817807071780175,1,2,0,1
-0.08801320643561021,-0.43319011259869356,0.18129770357914726,-0.3956773965124538,0.17810578212701675,2,1,1,0
-0.5824738253149346,-0.6253503953486604,0.24633173555348278,-0.3040463828480308,-0.6421433071874872,2,2,1,0
0.22799716268905615,-0.020721133717046585,0.18677323145307062,0.07747144787721935,-0.2971111180695873,1,2,0,1
-0.3072466397840236,-0.3426354413669908,-0.012173925012169916,0.0987848849406829,-0.09350090654115947,2,2,2,0
0.112597832611591,-0.6643242295936991,-0.02617102435766726,-0.28763886766350055,0.004560786320497778,1,2,0,0
-0.1582622295374708,-0.1308712947224872,-0.3163975219236382,-0.4532703161850714,0.4917250663789492,0,1,0,0
-0.7599274130433538,0.15604511899746087,0.20666124491090354,-0.011366953456109764,-0.1114609291046615,0,1,0,0
-0.004257687659400567,-0.303864301720519,0.3087085525496471,-0.21159735974781174,-0.5894120197645,1,0,1,0
-1.1022089401807917,0.03470161295211508,-0.47734012996391045,-0.42744393704400874,0.0925577458030504,1,0,0,0
0.0878805257896342,-0.09614439141407385,-0.36126887096744553,0.10407558443485185,-0.1004480213110139,0,0,0,1
0.00817386072501768,0.11286506364849051,0.09200244294480643,0.00961102185225143,-0.2617616883967635,0,1,0,1
0.02659463846884551,0.13199567659030365,-0.46290388855837,-0.07127458587354951,0.10382136721876498,0,2,0,1
-0.04185816479946878,0.3808110197633353,0.2033586051250212,0.15504023811960269,0.21022677069047907,0,1,2,1
0.14722669117804696,0.13374112433523655,-0.5172173448638345,-0.028643264580398654,-0.24010152853415145,1,1,0,1
0.034738137985312535,-0.3764407359697531,-0.112805164837942,0.5304726835170445,-0.20981751816565675,1,2,2,1
-0.34817076504549127,0.21274545944944884,0.7198291892783574,-0.2662182889940388,-0.05133910020039523,2,2,1,0
0.08376758507891621,0.09231120171602708,-0.001659334941151136,0.5657183751448007,0.13863763461370993,2,1,2,1
-0.6033188227599355,0.0604657910986522,-0.3974606761827811,0.2910170061188587,0.36058439518210317,1,1,1,0
-0.21717123796478374,0.4167319054038109,-0.36068384661178765,-0.17407648744882215,0.05702991180198086,1,2,1,1
0.18246229150371635,-0.5223736048106522,0.12826971697500444,-0.181873591908447,-0.19814559746300317,2,2,2,1
0.29386961908517406,0.49733350292903344,0.2757304655114895,0.18441682695098968,0.1584430723136861,2,2,1,1
-0.1640186897413258,0.2311332533764797,0.4763169326208144,0.012040288979652525,0.5295722343786305,2,2,0,0
-0.2898178316235981,0.21416036820657897,0.12939527826132285,-0.07329260696603254,0.34489409542388716,1,0,0,0
-0.04273830952613931,-0.2242359224011144,0.059974799625105046,-0.31194428929090423,-0.329296504565429,1,1,0,1
-0.07623231774235742,-0.005787682062387956,-0.36522735249880245,0.3461225731445711,0.015597284918783084,1,0,0,1
0.5162039040949707,-0.2259041904271833,-0.13752045252045816,0.342694110049781,0.1132538604437335,0,1,2,1
-0.5213395896507109,0.5073465259059571,0.3079293538777824,-0.146139721915817,0.200197655484805,0,1,0,0
-0.6811060617856269,0.3318971814189135,0.150838041766613,-0.048077219993066966,-0.19001825281058865,2,2,1,0
-0.04989264944492917,0.6192862462311689,0.49216894244916143,-0.5898130393243347,-0.005216599070257866,0,1,1,0
-0.43733163874482617,0.40041119185130525,0.2948627487246846,0.14602110628448245,0.14802537141007804,0,1,1,0
0.26405809176360856,0.10440191427181326,0.10138046234345696,-0.30050573495498634,0.216333108075795,1,2,0,1
0.14192841805225115,-0.23285033523482995,-0.2162450339669578,0.18722643401101063,0.3329420264843871,0,2,0,1
0.0629309451678914,0.5391147169840895,0.42523464411663986,0.14802502293868613,0.005426935704795235,2,0,2,1
-0.36326927157144356,-0.16176817039072083,-0.031152121124352533,-0.11139097831375269,-0.3188910668404531,2,2,0,0
0.19735589770513268,0.034623579210529665,-0.12219254616729414,0.5015272225593189,-0.026361179041339833,0,0,0,1
0.5099386301540066,-0.3769667509966345,-0.17962846368116642,0.1255876069231357,-0.6533769204267408,1,1,0,1
-0.07420729607855991,0.4043674971725344,0.14964807241866773,0.11904924283550992,0.11976441962067072,2,1,0,1
-0.46607101866846323,-0.567043107139398,-0.12009746681540796,-0.9122925483717316,-0.03504012826190425,1,1,1,0
-0.20205590874858706,0.027005031501564043,0.44231513461101307,0.11338360632553254,0.3887489829688392,0,0,1,0
-0.18679838356209583,0.012004922902701253,0.06969745845672239,0.36313161686766954,0.5043748333760814,2,0,2,0
0.22051085863112513,0.3326841572559263,0.06289725841124152,-0.18235575250843056,-0.09350153800802571,0,0,1,1
0.5347193977320751,0.2509749897497242,0.10579900533863928,-0.2505128532238937,0.11682359484308032,0,1,1,1
0.20345790647689643,0.46297411687049694,-0.2811517745146628,0.5238537840435408,-0.32599644835005465,1,0,1,1
0.22349163903423838,-0.15207109357727308,0.0876493170423657,-0.44331475578274065,-0.03296926914259768,2,0,2,1
-0.23757653171267473,-0.09189222252359538,0.5302624478657286,-0.03368948765530972,0.3585357750357114,0,2,2,0
-0.2917578784199208,-0.3689578589694806,-0.21532180233844186,0.7841908320068838,-0.23190972485647882,1,0,1,1
-0.7108333290861173,0.26777227788977476,0.24818493088045326,0.3165054604044101,0.13170722724354988,0,1,2,0
-0.6415526384279782,-0.5265376394417993,-0.1672318035082913,-0.20316615164737994,-0.21818546327467417,0,0,0,0
0.46255386347198746,0.4606240596373664,-0.8207384868798279,-0.13242404957995374,-0.262577158039117,1,0,2,1
-0.41819801317153027,0.10995274502885562,-0.00978697460909756,-0.11757808387657458,-0.43356041113573857,0,0,0,1
-0.16949197837293825,0.3481127733081103,0.16477486078877698,-0.06274461061311429,0.02812703056353506,0,2,1,1
0.2480988227790161,-0.11092030030136399,-0.18415189361451606,-0.12156138135140529,-0.11728193679090246,1,2,0,1
-0.10222109827521217,0.5345204027270007,0.2356907908052511,0.17254893684762979,-0.3155179728978982,2,1,0,1
0.03164438551784574,0.19511422385166183,-0.12141693752756684,-0.5488050739728678,0.1880823264418096,0,1,0,1
0.41555907108304535,0.07453770784873472,0.6398100916674088,0.29170506422609954,0.43129692753986,2,1,0,0
0.19794222369489542,-0.7256240296158736,0.022351340039651012,0.5530966262728719,-0.2689894034730313,2,2,0,1
-0.2025983852979028,0.23396218433179028,-0.14316160361866337,0.06975726571544269,-0.17908982550413338,2,0,0,1
-0.1389513082227547,-0.02441782952872784,-0.2545203977381484,-0.5605174910354747,-0.10807214195577657,0,0,2,1
0.3717042945777078,-0.27742878937564086,-0.0866178696751421,-0.04173836885815028,-0.20310912149950916,0,1,2,1
0.33924491980307375,-0.11568144621861656,-0.3078640243292973,0.32126847025096633,0.024418763977632728,1,0,2,1
0.09161533773667227,-0.04889770886628031,0.03327190894110488,-0.5222581263723218,0.11561597908341932,0,0,2,0
0.5472538906956081,-0.08874900765229883,0.036504790846099776,0.19943411678842005,0.5170581259532377,0,1,2,1
-0.03038636886585312,-0.7797923674065458,-0.11524295627935541,0.013174957343826298,-0.02723222587346207,0,1,1,0
-0.06320442232427236,0.08329842731917855,0.12644581517316042,-0.11793101369264691,-0.12407432569783047,1,0,0,1
0.1636958559614135,-0.14196534152285725,-0.071164503156186,-0.3722115396016598,-0.1603805223435689,2,0,0,1
-0.27917136265350156,-0.40654559151618563,0.18149727596037718,0.0024963717583098622,0.5202134009828407,1,1,0,0
-0.5709026287610405,-0.11735212125483101,-0.2570479792320587,0.015655357116983647,-0.4092346375243772,2,2,1,0
-0.2671882735279275,-0.1208468350925952,0.2071103223461077,-0.12808565802830202,-0.30525105069472414,1,2,0,0
0.15456883584005007,0.18598779002098328,0.002974018013370694,-0.0502744651416006,0.31660100070722236,2,2,2,1
0.23823700224110206,-0.1621260859114158,-0.27255017509280544,-0.286738020184024,-0.2325276991499421,1,2,0,1
-0.3819287902452813,-0.1569991383154515,-0.2957044176302617,-0.3636911997827693,-0.17587703836151913,0,2,0,0
-0.03554969134389542,-0.11341783199790283,0.29410021318567836,-0.3587845631989622,0.3771395644194236,1,1,1,0
-0.09731001234793266,0.12628352026211814,0.07473689835112549,-0.09948132138830555,-0.05397211680384326,1,2,0,1
0.11407545552074753,-0.09572785206073121,0.1113894122861584,0.2302613308204371,0.03355996547916894,1,1,1,1
0.2614558527296097,-0.38454048719888223,0.14267535363990502,0.2079931660909728,-0.17817415386046687,1,2,0,1
-0.11122408990026708,0.03416375210535849,-0.3591834535387183,0.6295857853689822,0.31697404786398115,0,2,1,1
0.22974577340365276,-0.024477253486118546,0.37810801206418976,0.06083039124289004,0.5156338235676607,1,0,0,0
0.8040260173840826,-0.46623805259046647,0.2914071695826827,-0.5592565038142838,0.5738883852251722,0,0,2,0
-0.2601686262973902,-0.4044432257650965,-0.14176008518313418,0.31394907896713875,0.476271665003641,0,0,2,0
0.16207044165036794,-0.5019808771576526,0.4250256688756645,0.09362616900766252,-0.04927155797128555,0,0,0,0
-0.22417084765922332,0.024518265488980884,-0.3684347090624964,0.010664250777046774,-0.30181095082087744,1,1,2,1
0.4730151139802999,0.38884372515132115,0.07541897766967484,-0.3445200890644777,-0.1358796421810999,1,0,0,1
-0.20223648496501365,-0.04920418762212393,-0.5553286423500776,0.2536565128929382,0.4808456184147215,0,2,0,1
